customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_line,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
0707-HOVVN,Female,1,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Bank transfer (automatic)",75.5,5212.65,"No"
0708-LGSMF,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",65.85,902.25,"No"
0708-SJDIS,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,"Mailed check",65,2157.50,"No"
0709-TVGUR,Female,1,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.55,622.90,"Yes"
0716-BQNDX,Male,1,No,No,57,Yes,Yes,"Fiber optic",Yes,No,No,Yes,No,Yes,"Two year",No,"Electronic check",93.75,5625.55,"No"
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,"Mailed check",61.65,713.75,"Yes"
0722-SVSFK,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",100.4,715.00,"No"
0722-TROQR,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.9,321.75,"Yes"
0723-DRCLG,Female,1,Yes,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.45,74.45,"Yes"
0723-FDLAY,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",85.25,3704.15,"No"
0723-VSOBE,Female,1,No,No,45,No,"No phone service",DSL,No,No,No,No,No,Yes,"One year",No,"Electronic check",34.2,1596.60,"No"
0725-CXOTM,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",89.65,3348.10,"No"
0727-BMPLR,Female,1,No,No,55,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",100,5509.30,"Yes"
0727-BNRLG,Male,0,No,No,69,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",97.65,6743.55,"No"
0727-IWKVK,Male,0,Yes,No,9,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",79.9,741.70,"Yes"
0730-BGQGF,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",90.3,6287.30,"No"
0730-KOAVE,Male,0,No,No,30,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",94.3,2679.70,"No"
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",20.4,1090.65,"No"
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",25.05,1270.25,"No"
0733-VUNUW,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",55.65,1400.55,"Yes"
0734-OXWBT,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,"Mailed check",70.7,225.65,"No"
0739-UUAJR,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,No,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",53.8,3952.45,"No"
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"Two year",Yes,"Electronic check",99.15,7422.10,"No"
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,"Mailed check",50.05,179.35,"Yes"
0742-NXBGR,Female,0,No,No,1,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",82.3,82.30,"Yes"
0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",69.75,3562.50,"No"
0743-HRVFF,Female,0,Yes,Yes,51,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",56.15,2898.95,"No"
0744-BIKKF,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",86.65,6224.80,"No"
0744-GKNGE,Female,0,Yes,Yes,64,Yes,Yes,"Fiber optic",Yes,No,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",86.8,5327.25,"No"
0746-JTRFU,Male,0,No,No,2,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",25.05,56.35,"Yes"
0748-RDGGM,Male,0,Yes,No,70,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",109.5,7534.65,"Yes"
0749-IRGQE,Female,1,Yes,No,13,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",45.3,528.45,"No"
0750-EBAIU,Male,0,No,No,52,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",No,"Electronic check",91.25,4738.30,"No"
0750-EKNGL,Male,0,No,No,7,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,141.10,"No"
0754-EEBDC,Male,0,Yes,Yes,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.9,76.65,"No"
0754-UKWQP,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.85,197.70,"Yes"
0756-MPZRL,Male,0,No,No,46,No,"No phone service",DSL,No,No,Yes,Yes,No,No,"One year",No,"Credit card (automatic)",33.7,1537.85,"No"
0757-WCUUZ,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,"Two year",No,"Credit card (automatic)",63.35,3409.10,"No"
0761-AETCS,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.3,19.30,"Yes"
0769-MURVM,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",65.7,4575.35,"No"
0771-CHWSK,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,"Two year",Yes,"Credit card (automatic)",74.6,4798.40,"No"
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",112.95,1882.55,"No"
0772-GYEQQ,Male,0,No,No,3,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Mailed check",88.35,262.05,"Yes"
0774-IFUVM,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",65.15,723.35,"No"
0774-RMNUW,Female,0,Yes,Yes,71,No,"No phone service",DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",59.7,4122.65,"No"
0778-NELLA,Male,0,No,No,9,No,"No phone service",DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",34.7,296.10,"Yes"
0780-XNZFN,Male,0,No,No,57,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.65,1125.60,"No"
0781-LKXBR,Male,1,No,No,9,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.5,918.60,"Yes"
0784-GTUUK,Male,0,Yes,No,62,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",23.75,1446.80,"No"
0784-ZQJZX,Male,0,No,Yes,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.9,1529.65,"No"
0786-IVLAW,Female,1,No,No,66,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",No,"Bank transfer (automatic)",108.1,7238.60,"No"
0786-VSSUD,Male,1,No,No,16,No,"No phone service",DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,"Mailed check",39,679.85,"Yes"
0787-LHDYT,Male,0,No,No,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card (automatic)",20.6,330.25,"No"
0788-DXBFY,Male,0,Yes,Yes,58,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",19.55,1108.80,"No"
0793-TWELN,Female,0,No,No,4,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",80.15,319.85,"No"
0794-YVSGE,Male,0,Yes,Yes,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.3,1401.15,"No"
0795-GMVQO,Male,0,Yes,No,67,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",109.9,7332.40,"No"
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",90.4,6668.05,"No"
0795-XCCTE,Male,1,No,No,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",25.4,1809.35,"No"
0799-DDIHE,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",46.3,639.45,"No"
0804-XBFBV,Female,0,No,Yes,11,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",25.2,321.05,"No"
0804-YGEQV,Female,0,Yes,Yes,43,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",24.45,993.15,"No"
0807-ZABDG,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,"Mailed check",55.1,154.65,"Yes"
0810-BDHAW,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,"One year",No,"Electronic check",78.4,1832.40,"No"
0810-DHDBD,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,"One year",No,"Credit card (automatic)",74,3877.65,"No"
0811-GSDTP,Female,0,No,Yes,13,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",30.15,382.20,"No"
0812-WUPTB,Male,1,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.85,70.85,"Yes"
0813-TAXXS,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",77.8,4323.35,"No"
0815-MFZGM,Female,0,Yes,No,42,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",99,4135.00,"No"
0816-TSPHQ,Male,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,44.20,"No"
0817-HSUSE,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",75.5,75.50,"No"
0818-OCPZO,Male,1,No,No,27,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",81.45,2122.05,"Yes"
0820-FNRNX,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Mailed check",66.7,1077.05,"No"
0822-GAVAP,Female,0,No,No,2,No,"No phone service",DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",34.7,62.25,"Yes"
0822-QGCXA,Female,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,"Electronic check",83.85,2310.20,"No"
0823-HSCDJ,Male,1,No,No,52,No,"No phone service",DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",49.15,2550.90,"Yes"
0824-VWDPO,Female,0,No,No,45,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,"One year",No,"Bank transfer (automatic)",96.75,4442.75,"No"
0825-CPPQH,Female,0,Yes,No,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.1,1372.45,"No"
0827-ITJPH,Male,0,No,No,36,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",18.55,689.00,"No"
0829-DDVLK,Female,0,No,No,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",20.1,302.45,"No"
0829-XXPLX,Female,0,No,No,20,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",89.4,1871.15,"No"
0831-JNISG,Male,0,Yes,Yes,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.8,1396.25,"No"
0835-DUUIQ,Female,0,No,Yes,24,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",21.05,531.55,"No"
0835-JKADZ,Female,0,No,No,71,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",111.25,7984.15,"No"
0836-SEYLU,Male,0,Yes,No,9,No,"No phone service",DSL,No,No,No,Yes,Yes,No,Month-to-month,No,"Mailed check",40.65,328.95,"Yes"
0839-JTCUD,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",89.9,5958.85,"No"
0839-QNXME,Female,0,No,No,30,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.4,578.50,"No"
0840-DCNZE,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",86.95,4138.90,"No"
0840-DFEZH,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.35,564.65,"No"
0841-NULXI,Male,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",35.55,35.55,"Yes"
0842-IWYCP,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",44.95,2168.90,"No"
0843-WTBXE,Male,0,No,No,53,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Bank transfer (automatic)",85.45,4517.25,"Yes"
0847-HGRML,Male,0,No,Yes,62,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20,1250.10,"No"
0848-SOMKO,Male,0,No,No,70,No,"No phone service",DSL,Yes,No,Yes,Yes,No,Yes,"Two year",No,"Bank transfer (automatic)",48.4,3442.80,"No"
0848-ZGQIJ,Female,0,Yes,No,16,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",94.65,1461.15,"No"
0851-DFJKB,Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,"Electronic check",58.95,955.15,"No"
0853-NWIFK,Female,0,No,No,45,Yes,No,"Fiber optic",Yes,Yes,No,No,Yes,Yes,"One year",Yes,"Electronic check",100.3,4483.95,"No"
0853-TWRVK,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes,"Two year",No,"Bank transfer (automatic)",105.6,7581.50,"No"
0854-UYHZD,Female,0,Yes,Yes,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.55,265.30,"No"
0856-NAOES,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,"Mailed check",60.9,414.10,"No"
0859-YGKFW,Male,0,Yes,Yes,18,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.05,345.90,"No"
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",103.75,7039.45,"No"
0864-FVJNJ,Female,0,Yes,Yes,64,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Electronic check",113.35,7222.75,"No"
0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"One year",Yes,"Mailed check",64.4,2088.75,"Yes"
0867-LDTTC,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",75.15,392.65,"No"
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",82.4,1592.35,"Yes"
0868-VJRDR,Male,0,Yes,No,64,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",104.05,6605.55,"No"
0869-PAPRP,Female,1,Yes,No,26,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",85.7,2067.00,"No"
0870-VEMYL,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,"Credit card (automatic)",53.85,259.80,"Yes"
0871-OPBXW,Female,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.05,39.25,"No"
0871-URUWO,Male,0,Yes,No,13,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",102.25,1359.00,"Yes"
0872-CASZJ,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,"One year",Yes,"Mailed check",69.1,4096.90,"No"
0872-JCPIB,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",65.75,1111.20,"No"
0872-NXJYS,Female,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.55,723.40,"Yes"
0875-CABNR,Female,1,No,No,10,Yes,No,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",84.6,865.55,"Yes"
0876-WDUUZ,Female,0,No,No,5,Yes,No,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",85.4,425.90,"Yes"
0877-SDMBN,Female,0,No,No,54,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",103.95,5639.05,"Yes"
0880-FVFWF,Male,0,No,No,56,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",86.4,4922.40,"No"
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",101.15,385.90,"Yes"
0883-EIBTI,Female,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.5,31.55,"Yes"
0885-HMGPY,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Bank transfer (automatic)",69.4,4237.50,"No"
0886-QGENL,Female,1,Yes,No,27,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.25,2754.45,"Yes"
0887-HJGAR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",45.7,45.70,"Yes"
0887-WBJVH,Female,0,Yes,No,53,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,"One year",Yes,"Electronic check",93.45,4872.20,"No"
0895-DQHEW,Male,0,Yes,No,54,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",104.3,5278.15,"Yes"
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",64.9,1509.80,"No"
0895-LNKRC,Male,0,Yes,Yes,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.45,113.50,"No"
0895-UADGO,Male,0,No,Yes,8,No,"No phone service",DSL,Yes,No,No,Yes,No,Yes,"Two year",Yes,"Mailed check",44.55,343.45,"No"
0897-FEGMU,Female,0,Yes,No,11,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.5,1056.95,"Yes"
0898-XCGTF,Male,0,Yes,No,61,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",96.5,5673.70,"No"
0899-LIIBW,Male,0,Yes,No,34,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",100.85,3527.30,"No"
0899-WZRSD,Male,0,No,No,56,Yes,Yes,"Fiber optic",Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",105.35,5794.45,"No"
0902-RFHOF,Male,0,No,No,38,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.1,730.10,"No"
0902-XKXPN,Male,0,Yes,Yes,69,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.2,1376.50,"No"
0906-QVPMS,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",115.15,8349.45,"No"
0907-HQNTS,Female,1,Yes,No,70,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",113,7987.60,"No"
0909-SDHNU,Female,0,No,Yes,7,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",29.8,201.95,"No"
0909-SELIE,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",80.8,4860.85,"No"
0913-XWSCN,Male,0,Yes,Yes,55,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",85.5,4713.40,"No"
0916-KNFAJ,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,"Two year",Yes,"Mailed check",69.9,4226.70,"No"
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.8,1346.30,"No"
0917-EZOLA,Male,1,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",104.15,7689.95,"Yes"
0921-OHLVP,Male,0,No,No,22,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",83.05,1799.30,"No"
0923-PNFUB,Female,0,No,No,3,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,No,"Electronic check",83.75,247.25,"Yes"
0924-BJCRC,Female,1,Yes,No,60,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",89.45,5294.60,"No"
0925-VYDLG,Female,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",75.25,242.00,"Yes"
0927-CNGRH,Male,0,No,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.55,19.55,"No"
0927-LCSMG,Male,0,No,No,7,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Mailed check",74.65,544.55,"Yes"
0928-JMXNP,Male,1,Yes,No,4,No,"No phone service",DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",29.9,118.25,"No"
0928-XUTSN,Female,0,No,No,13,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",80.5,1011.80,"No"
0929-HYQEW,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",50.15,160.85,"No"
0929-PECLO,Female,1,No,No,63,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",89.6,5538.80,"No"
0930-EHUZA,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,"One year",Yes,"Mailed check",76.35,2606.35,"No"
0931-MHTEM,Female,0,No,No,54,Yes,No,"Fiber optic",Yes,Yes,No,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",100.05,5299.65,"No"
0932-YIXYU,Female,0,No,No,47,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.25,1029.80,"No"
0936-NQLJU,Female,0,Yes,No,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.65,875.55,"No"
0939-EREMR,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,"Mailed check",53.45,718.10,"No"
0939-YAPAF,Female,0,No,No,35,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.25,3527.60,"Yes"
0940-OUQEC,Male,0,No,No,10,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",80.7,788.80,"Yes"
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",80.8,2369.30,"No"
0943-ZQPXH,Male,0,Yes,Yes,44,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",92.95,4122.90,"No"
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",85.3,4107.25,"No"
